trace_number,start_log_moves,start_model_moves,A-Create-Application_log_moves,A-Create-Application_model_moves,A-Submitted_log_moves,A-Submitted_model_moves,W-Handle-leads-schedule_log_moves,W-Handle-leads-schedule_model_moves,W-Handle-leads-withdraw_log_moves,W-Handle-leads-withdraw_model_moves,τ_log_moves,τ_model_moves,W-Complete-application-schedule_log_moves,W-Complete-application-schedule_model_moves,A-Concept_log_moves,A-Concept_model_moves,W-Complete-application-start_log_moves,W-Complete-application-start_model_moves,W-Complete-application-suspend_log_moves,W-Complete-application-suspend_model_moves,W-Complete-application-resume_log_moves,W-Complete-application-resume_model_moves,A-Accepted_log_moves,A-Accepted_model_moves,O-Create-Offer_log_moves,O-Create-Offer_model_moves,O-Created_log_moves,O-Created_model_moves,O-Sent-mail-and-online_log_moves,O-Sent-mail-and-online_model_moves,W-Complete-application-complete_log_moves,W-Complete-application-complete_model_moves,W-Call-after-offers-schedule_log_moves,W-Call-after-offers-schedule_model_moves,W-Call-after-offers-start_log_moves,W-Call-after-offers-start_model_moves,A-Complete_log_moves,A-Complete_model_moves,W-Call-after-offers-suspend_log_moves,W-Call-after-offers-suspend_model_moves,W-Call-after-offers-resume_log_moves,W-Call-after-offers-resume_model_moves,W-Call-after-offers-ate-abort_log_moves,W-Call-after-offers-ate-abort_model_moves,W-Validate-application-schedule_log_moves,W-Validate-application-schedule_model_moves,W-Validate-application-start_log_moves,W-Validate-application-start_model_moves,A-Validating_log_moves,A-Validating_model_moves,O-Returned_log_moves,O-Returned_model_moves,W-Validate-application-complete_log_moves,W-Validate-application-complete_model_moves,W-Call-incomplete-files-schedule_log_moves,W-Call-incomplete-files-schedule_model_moves,W-Call-incomplete-files-start_log_moves,W-Call-incomplete-files-start_model_moves,A-Incomplete_log_moves,A-Incomplete_model_moves,W-Call-incomplete-files-suspend_log_moves,W-Call-incomplete-files-suspend_model_moves,W-Call-incomplete-files-resume_log_moves,W-Call-incomplete-files-resume_model_moves,W-Call-incomplete-files-ate-abort_log_moves,W-Call-incomplete-files-ate-abort_model_moves,W-Validate-application-suspend_log_moves,W-Validate-application-suspend_model_moves,A-Denied_log_moves,A-Denied_model_moves,O-Refused_log_moves,O-Refused_model_moves,W-Validate-application-ate-abort_log_moves,W-Validate-application-ate-abort_model_moves,end_log_moves,end_model_moves,W-Validate-application-resume_log_moves,W-Validate-application-resume_model_moves,W-Assess-potential-fraud-schedule_log_moves,W-Assess-potential-fraud-schedule_model_moves,W-Assess-potential-fraud-start_log_moves,W-Assess-potential-fraud-start_model_moves,W-Assess-potential-fraud-suspend_log_moves,W-Assess-potential-fraud-suspend_model_moves,W-Assess-potential-fraud-resume_log_moves,W-Assess-potential-fraud-resume_model_moves,W-Complete-application-ate-abort_log_moves,W-Complete-application-ate-abort_model_moves,W-Handle-leads-start_log_moves,W-Handle-leads-start_model_moves,W-Handle-leads-suspend_log_moves,W-Handle-leads-suspend_model_moves,W-Handle-leads-resume_log_moves,W-Handle-leads-resume_model_moves,W-Handle-leads-complete_log_moves,W-Handle-leads-complete_model_moves,W-Call-after-offers-complete_log_moves,W-Call-after-offers-complete_model_moves,O-Cancelled_log_moves,O-Cancelled_model_moves,W-Handle-leads-ate-abort_log_moves,W-Handle-leads-ate-abort_model_moves,W-Shortened-completion-schedule_log_moves,W-Shortened-completion-schedule_model_moves,W-Shortened-completion-start_log_moves,W-Shortened-completion-start_model_moves,W-Shortened-completion-suspend_log_moves,W-Shortened-completion-suspend_model_moves,W-Call-after-offers-withdraw_log_moves,W-Call-after-offers-withdraw_model_moves,case:throughput_time
1394,0,0,0,0,0.0,0.0,0.0,0.0,,,0,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,20 days 17:41:33.504000
1395,0,0,0,0,,,,,,,0,29,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 days 00:23:42.865000
1396,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,16 days 19:04:48.897000
1397,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,1.0,0.0,,,0,0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 days 20:57:55.960000
1398,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 days 18:04:41.198000
1399,0,0,0,0,0.0,0.0,0.0,0.0,,,0,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,1,0,,,,,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,2 days 03:50:44.694000
1400,0,0,0,0,,,,,,,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,1.0,0.0,,,0,0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 days 00:31:59.376000
1401,0,0,0,0,,,,,,,0,22,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,2,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 02:41:21.398000
1402,0,0,0,0,0.0,0.0,0.0,0.0,,,0,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,2.0,0.0,,,0,0,2.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,37 days 17:48:48.674000
1403,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,2.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41 days 12:35:31.195000
1404,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 days 15:47:28.252000
1405,0,0,0,0,0.0,0.0,0.0,0.0,,,0,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,40 days 06:16:40.005000
1406,0,0,0,0,0.0,0.0,0.0,0.0,,,0,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,21 days 15:55:54.695000
1407,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,0.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 days 08:28:40.464000
1408,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,20 days 17:01:56.988000
1409,0,0,0,0,,,,,,,0,22,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,1,0,1,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1,0,2.0,0.0,,,0,0,6.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,16 days 22:19:55.134000
1410,0,0,0,0,0.0,0.0,0.0,0.0,,,0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0,0.0,1,0,1.0,0.0,,,0,0,4.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,20 days 17:40:45.954000
1411,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,0.0,1,0,1.0,0.0,,,0,0,3.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,15 days 05:08:43.147000
1412,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,2.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 days 15:38:11.286000
1413,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 days 19:55:26.587000
1414,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,2.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 days 20:54:49.761000
1415,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,0,2.0,0.0,,,0,0,5.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,35 days 03:05:11.394000
1416,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 days 23:32:05.924000
1417,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 days 20:22:41.324000
1418,0,0,0,0,0.0,0.0,0.0,0.0,,,0,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,28 days 16:18:53.481000
1419,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,11 days 18:05:23.456000
1420,0,0,0,0,0.0,0.0,0.0,0.0,,,0,30,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,51 days 01:04:04.351000
1421,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,2,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,2.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,9 days 04:26:05.413000
1422,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,19 days 17:36:46.332000
1423,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 days 17:41:39.288000
1424,0,0,0,0,,,,,,,0,18,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 days 19:38:30.593000
1425,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 days 18:57:26.138000
1426,0,0,0,0,,,,,,,0,29,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 days 14:49:15.858000
1427,0,0,0,0,,,,,,,0,28,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 days 05:44:55.471000
1428,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 days 02:35:37.044000
1429,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0,0.0,1,0,1.0,0.0,,,0,0,6.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,14 days 18:59:47.770000
1430,0,0,0,0,0.0,0.0,0.0,0.0,,,0,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,13 days 16:35:10.942000
1431,0,0,0,0,,,,,,,0,17,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,2.0,0.0,1,0,2.0,0.0,,,0,0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 days 00:09:39.674000
1432,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,2.0,0.0,,,0,0,1.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,12 days 09:41:31.608000
1433,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,0.0,1,0,1.0,0.0,,,0,0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 days 18:57:39.670000
1434,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0,0.0,0.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1,0,1.0,0.0,,,0,0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 days 22:00:44.068000
1435,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,0,0,0,0.0,1.0,0.0,1.0,,,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 days 17:55:39.500000
